=== SHEET: ADO raw data ===
Category (functional area),Request title,Request Description,Request Type,Health Plan,Date Created,State, , , , , , , , , , , , , , , , , , , 
Data Ingestion/ETL,Document Eligibility test file review process Version 1,"style box sizing border box As an analyst at OH, style box sizing border box I WANT to create a comprehensive document process for reviewing eligibility test file style box sizing border box outline none SO that everyone knows where to look for reviewing the test file.",Standard,,10/23/2024 5:33:57 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,Eligibility | Gold Implementation Initiation of Gold Layer (Highmark and Point32),,Customization,POINT32,10/24/2024 2:03:24 PM,New,,,,,,,,,,,,,,,,,,,
Other,Sentara | Engg | DB schema change to the GroupID field in Eligibility and InsuranceGroupID field in OADB,b style box sizing border box Business Need b style display inline important Data Engineering team needs to style box sizing border box increase length of a dir ltr b GroupID b field in i Eligibility i and dir ltr b InsuranceGroupID b field in i OADB i to b 50. b style box sizing border box dir ltr b b style box sizing border box dir ltr b Current state b Elig.GROUPID length is 12 Oadb.INSURANCEGROUPID is 15 This worked fine because ELIG gt gt feeds OADB style box sizing border box dir ltr b dir ltr style box sizing border box font weight 400 b style box sizing border box Requirements b style box sizing border box font weight 400 style box sizing border box text align start style box sizing border box Increase length of a dir ltr style box sizing border box b style box sizing border box GroupID b field in i style box sizing border box Eligibility i and dir ltr style box sizing border box b style box sizing border box InsuranceGroupID b field in i style box sizing border box OADB i to b style box sizing border box 50. b style box sizing border box text align start style Stored procedures need to be updated eventually. style box sizing border box text align start style dir ltr Entity Framework definitions style display inline important need to be updated as needed. b,Customization,SENTARA,10/30/2024 4:57:54 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,EDP | Eligibility | Re-Load Data for October,"dir ltr DHP, FMHP, GEHA, HP, MCS, Triple S, and PhoneData reload the latest file in Prod.",Customization,MCS,11/4/2024 10:06:40 PM,Closed,,,,,,,,,,,,,,,,,,,
Letters & Notifications,BCBSM | TEST | Eligibility | Load File into EDP Dev through Client Test,AS a person doing testing for the BCBSM implementation I NEED account id to be correct SO that I can test letter configs.,Customization,BCBSMI,11/5/2024 4:02:48 PM,Closed,,,,,,,,,,,,,,,,,,,
Letters & Notifications,MATIS | BSWHP | Enhancement | Notifications | Eligibility Mapping | ASO ICSW,"style background color rgb 255, 255, 128 style box sizing border box font weight 400 u Business Objective u style box sizing border box Due to growing business requirements, we need the ability to upload letters using additional eligibility values. Currently we are limited to LOB and Product Line style box sizing border box margin top 14px margin bottom 14px style display inline important BSWHP has a commercial membership group ASO . OH historically was not instructed to send unique letters to these members. Moving forward, BSWHP would like OH to send notifications to this membership with different language than is currently in other commercial letters. u As a u b b MATIS Configuration Engineer style font weight bold u I want u the ability to upload templates that can be sent to ASO members based on member eligibility style font weight bold u so that u style display inline important the b style box sizing border box correct b style display inline important notification Template will be generated and sent out when a member has Commercial ASO policy. style font weight bold u Impacts u b Payer b All current ask is specific to BSWHP b Line of Business b All b Referral Types b GMT, XRT, Chemo b Historical case impact b None b Notification impact b b Report impact b None b Auth file impact b style color rgb 237, 92, 87 None b Compliance impact b This implementation will make us compliant with health plan requirements, resulting in better audit outcome. b User impact b style margin top 14px margin bottom 14px style box sizing border box margin 0px style box sizing border box style box sizing border box margin 0px style color rgba 0, 0, 0, 0.9 box sizing border box Requirements style color rgba 0, 0, 0, 0.9 box sizing border box Members with the following Plan Descriptions will have letters uploaded under the OA Test Payer, they will be sent out if the member has one of the plans below. Attached are the letters that should appear, this is applicable style display inline important for Approvals and Denials for style box sizing border box text align left display inline important GMT, XRT, Chemo Provider amp Member style color rgba 0, 0, 0, 0.9 box sizing border box style box sizing border box text align left display inline important style color rgba 0, 0, 0, 0.9 box sizing border box style box sizing border box text align left display inline important Product LOB for OA Test Payer style box sizing border box text align left display inline important label style box sizing border box color rgb 51, 51, 51 display inline block max width 100 margin bottom 5px font size 12px font family quot Open Sans quot , sans serif BSWHP ASOICSW for templates only label style color rgba 0, 0, 0, 0.9 box sizing border box style box sizing border box text align left display inline important style color rgba 0, 0, 0, 0.9 box sizing border box style display inline important Plan Descriptions style color rgba 0, 0, 0, 0.9 box sizing border box style display inline important style box sizing border box padding 0px 0px 0px 40px style box sizing border box b style box sizing border box ASOICSW b style box sizing border box color rgb 200, 38, 19 b style box sizing border box b style box sizing border box padding 0px 0px 0px 40px style box sizing border box style box sizing border box style box sizing border box style box sizing border box style box sizing border box SteadyFund 2 PPO STF style box sizing border box color rgb 200, 38, 19 No eligibility until 4 1 25 style box sizing border box style box sizing border box style box sizing border box style box sizing border box style box sizing border box style box sizing border box SteadyFund 2 UHC STF style box sizing border box color rgb 200, 38, 19 display inline important No eligibility until 4 1 25 style box sizing border box style box sizing border box style box sizing border box style box sizing border box style box sizing border box style box sizing border box style box sizing border box SteadyFund 2 HMO STF style box sizing border box color rgb 200, 38, 19 display inline important No eligibility until 4 1 25 style color rgba 0, 0, 0, 0.9 box sizing border box style box sizing border box style color rgba 0, 0, 0, 0.9 box sizing border box padding 0px 0px 0px 40px style color rgba 0, 0, 0, 0.9 style color rgba 0, 0, 0, 0.9",Customization,SWHP,11/8/2024 6:11:00 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,Post Submission | Indicate Auto-Approval Eligibility in Dosing Review,"style display inline important b User Story b style display inline important b As a b Clinical Reviewer, style display inline important b I want to b see a note in the dosing review indicating that the main regimen meets auto approvable requirements, style display inline important b So that b I am aware of its eligibility status.",Standard,,11/11/2024 2:29:13 PM,Closed,,,,,,,,,,,,,,,,,,,
Letters & Notifications,Delegated Appeals | MATIS | Commercial & Medicare | Appeal Request Eligibility Check,"style box sizing border box b style box sizing border box Background b style box sizing border box First level appeal requests to OncoHealth from Provider or Member must meet specific criteria to meet eligibility for OncoHealth to create and make a determination on the case. Today, this is a manual process by our CRS team. This story will be to close that gap and have MATIS run the check style box sizing border box b style box sizing border box style box sizing border box b style box sizing border box b style box sizing border box Requirements b style box sizing border box b style box sizing border box style box sizing border box b style box sizing border box style box sizing border box padding 0px 0px 0px 40px style box sizing border box b style box sizing border box LOB b Commercial amp Medicare style box sizing border box style box sizing border box b style box sizing border box Payer b MATIS, full delegation style box sizing border box b style box sizing border box Eligibility Criteria b style box sizing border box style box sizing border box padding 0px 0px 0px 40px style box sizing border box Within Timeframe check style box sizing border box Varies by LOB and by state MATIS needs to be configurable to allow for payer configuration to desired turn around time for Appeal Submission style box sizing border box style background color rgb 255, 255, 128 T style background color rgb 255, 255, 128 BD on standards for Medicare style background color rgb 255, 255, 128 style box sizing border box style background color rgb 255, 255, 128 TBD on UI design style box sizing border box Check to see if there s already an appeal in progress style box sizing border box MATIS already does a check to alert the CRS if there s an active appeal on the case. We ll want to improve the UI experience for CRS to make this easy to understand style box sizing border box style background color rgb 255, 255, 128 TBD on UI design Create a pop up for the notification If appeal request is accepted, CRS will be able to send notification to Provider and Member Standard Template If the appeal request is rejected, CRS will be able to send notification to Provider and Member Configurable Template based on eligibility exclusion criteria on style box sizing border box b Predecessor b TBD Spike to understand what MATIS does today to determine active appeal already in progress b Successors b 144005 144006",Standard,,11/13/2024 2:15:56 AM,New,,,,,,,,,,,,,,,,,,,
Benefit Indicators,MATIS | Engg | Ability to update Member Benefits on Edit Eligibility popup [NICE TO HAVE],b As an b internal user b I want to b be able to update member benefits on Edit Eligibility Information popup b so that b I can ensure that the patient has corresponding coverage b u Requirements u b Need the ability to update Member Benefits fields thru Edit Eligibility Information popup img src https oncologyanalytics.visualstudio.com 2825bdb3 fcc4 4485 9dc0 03da27a46565 apis wit attachments 7a2fa74c a15b 43cc 826f d9889b498853 fileName Member Benefit Edit Eligibility.png alt Member Benefit Edit Eligibility.png style list style lower alpha,Standard,,11/18/2024 6:37:25 PM,Closed,,,,,,,,,,,,,,,,,,,
Benefit Indicators,MATIS | Engg | Set Member Benefits for eligibility and manually created members,b As a b Case Processing User b I want to b be able to manipulate with eligibility and manually created members as usual b so that b I can ensure that style display inline important medical vs. pharmacy benefits are treated correctly b u Requirements u b Need the ability to search and verify eligibility for eligibility members that have medical benefits style text align start display inline important vs. pharmacy benefits in MATIS style text align start display inline important Need the ability to create manually members with medical benefits style box sizing border box display inline important vs. pharmacy benefits set to NULL in MATIS style list style lower alpha,Standard,,11/20/2024 12:38:02 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,December Eligibility Loads | All Payers,,Standard,,11/27/2024 4:10:39 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,SPIKE: Investigate Edit Eligibility Information updates on Process Assignment,b Business Need b Perform investigation of the current logic of updates happening on the Edit Eligibility Information. Check if an updates made to Eligibility for one case will be the same after creating another case with the same member few days weeks later.,Standard,,12/2/2024 5:05:38 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,Add D-SNP field in Eligibility Information on Dosing Review.,"style margin 0px clear both cursor text font family quot Segoe UI quot , quot Segoe UI Web quot , Arial, Verdana, sans serif font size 12px style margin 0px 0px 10.6667px color windowtext text align left b lang EN US style margin 0px font size 12pt line height 20.925px font family Aptos, Aptos EmbeddedFont, Aptos MSFontService, sans serif style margin 0px b style margin bottom 8px margin left 0 margin top 0px User Story style margin bottom 8px margin left 0 margin top 0px As a Clinical Reviewer style margin bottom 8px margin left 0 margin top 0px I want to see a new field labelled D SNP Patient in the Eligibility Information section of Dosing Review style margin bottom 8px margin left 0 margin top 0px So that I am aware of the D SNP status of the patient style margin 0px clear both cursor text font family quot Segoe UI quot , quot Segoe UI Web quot , Arial, Verdana, sans serif font size 12px style margin 0px 0px 10.6667px color windowtext text align left style font weight normal margin 0px font size 12pt line height 20.925px font family Aptos, Aptos EmbeddedFont, Aptos MSFontService, sans serif",Standard,,12/5/2024 1:38:40 PM,Closed,,,,,,,,,,,,,,,,,,,
Re-verification & Overrides,BCSBSM | Client Test | Verify eligibility popup appears when a case is created for a dependent where another member of the household already has a case in the system,b u Copied from Repro Steps when changed from Bug to User Story u b Find member id that has multiple dependents associate to subscriber for BCBSM. Create a case for any one of the members from the search Wait a day or update the verification date on DB to getdate 1. Take a second member from household and create a case Actual Result This popup appears when no previous case for the member exists in system img src https oncologyanalytics.visualstudio.com 2825bdb3 fcc4 4485 9dc0 03da27a46565 apis wit attachments 743f0c62 dffb 4631 bada 32764b4bd567 fileName image.png alt Image style width 519px height 255px width 519 height 255 Expect Result Popup should not show.,Customization,BCBS,12/5/2024 4:24:55 PM,Closed,,,,,,,,,,,,,,,,,,,
Re-verification & Overrides,BCSBSM | Client Test | Verify eligibility button does not show for a member when there are cases for multiple members of a household,b u Copied from Repro Steps when changed from Bug to User Story u b Find member id that has multiple dependents associate to subscriber for BCBSM. Create a case for any one of the members from the search and complete processing the case. Wait a day or update the verification date on DB to getdate 1. Create another case for same members used for previous steps. Actual Result Popup appears correctly but no button to verify eligibility exists on UI. img src https oncologyanalytics.visualstudio.com 2825bdb3 fcc4 4485 9dc0 03da27a46565 apis wit attachments 743f0c62 dffb 4631 bada 32764b4bd567 fileName image.png alt Image style width 519px height 255px width 519 height 255 Expect Result Verify eligibility popup should appear on UI.,Customization,BCBS,12/5/2024 4:31:26 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,"Admin Payer Config | MATIS, DB | Remove Eligibility Service option logic","b Technical request b After full migration to i .NET Eligibility Service i implementation, the need in the corresponding Payer option was lost. Having the logic around that option is not needed any more so should be removed. For that Streamline the code to follow only i style box sizing border box .NET Eligibility Service i logic. Remove this option from Add Edit Payer screens in MATIS soft delete in DB or mark as in active . Consider to soft delete corresponding LookupElements. Once that option is removed, it will not only decrease the tech debt and save Dev Team time like Dragons spent discussing it , but also will prevent possible user mistakes with configuration by selecting the dead i PHP Eligibility Service i option. img src https oncologyanalytics.visualstudio.com 2825bdb3 fcc4 4485 9dc0 03da27a46565 apis wit attachments 9c2da0ad 8492 4b3b b18d 858ed1170ef3 fileName image.png alt Image style width 393px height 142px width 393 height 142",Standard,,12/13/2024 8:16:32 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,MCS | Eligibility claims weekly files | Airflow dag Automation,As a data engineer I want to automate the process of moving eligibility claims weekly files MCSPARTDF yyyymmdd.TXT which we are moving manually every week,Customization,MCS,12/17/2024 4:42:04 AM,Closed,,,,,,,,,,,,,,,,,,,
Eligibility Flags,MATIS | Engg | Member Benefit Type fields in Eligibility History [NICE TO HAVE],b As a b member creation user b I want to b be able to review member benefits in the Eligibility History b so that b I can ensure that the patient has corresponding coverage b u Requirements u b Need the ability to see a Member Benefit flag in the Eligibility History on Start Prior Auth and Assign Chemo XRT GMT pages img src https oncologyanalytics.visualstudio.com 2825bdb3 fcc4 4485 9dc0 03da27a46565 apis wit attachments 8ad6f908 bc42 485d ba34 8dcb09eb18cd fileName image.png alt Image style list style lower alpha,Standard,,12/19/2024 4:34:56 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,Catch up on Excellus eligibility for member master,,Customization,EXCELLUS,12/23/2024 8:27:24 PM,Closed,,,,,,,,,,,,,,,,,,,
Network & PCP,MATIS | PROD | BCBSMI | Eligibility - Verify eligibility action doesn't need to replace existing member data with Associated member,"b u NOTE This issue was only seen in prod b c how the Elig data from PROD is restored and masked this issue gets masked as well. Copied from Repro Steps when changed from Bug to User Story u b style box sizing border box Execute below query in mi prod 03 to retrieve BCBSMI members style box sizing border box style box sizing border box style box sizing border box pre style box sizing border box display inline block code style box sizing border box style box sizing border box Use OADB style box sizing border box style box sizing border box DECLARE payer varchar 10 BCBSMI style box sizing border box style box sizing border box select top 100 memberid, FirstName Lastname as memberName, CONVERT varchar,birthdate,101 as MM DD YYYY ,majorlineofbusiness, style box sizing border box style box sizing border box ProductLine,PlanDescription, StateOfIssue, OutOfNetworkBenefit, OutofArea, OutofAreaCategory, ProductOfferCode, CoverageEffectiveDate, CoverageEndDate, RelationshipCodeID, RepresentativeRelationshipCodeID, style box sizing border box style box sizing border box from EligibilityMS .dbo.eligibilitydata as E style box sizing border box style box sizing border box join EligibilityMS .dbo.InsuranceProvider as on E.InsuranceProviderID .InsuranceProviderID style box sizing border box style box sizing border box and .Name payer style box sizing border box style box sizing border box and e.MajorLineOfBusiness Medicare style box sizing border box style box sizing border box and IsNull CoverageEndDate, 2999 12 31 gt getdate style box sizing border box code pre style box sizing border box Log into MATIS style box sizing border box Click on Start a Prior authorization style box sizing border box Enter BCBSMI member details and click search style box sizing border box Please use memberid that is similar across family members with different DOB style box sizing border box Verify Member Details style box sizing border box Select OP amp Diagnosis style box sizing border box Click Save amp Continue style box sizing border box Click Edit Patient style box sizing border box Click Verify Eligibility style box sizing border box style box sizing border box Actual result style box sizing border box Member information is switched to different member when eligibility verification action was performed Prior auth can be submitted for wrong member style color rgb 47, 57, 65 font family system ui, apple system, BlinkMacSystemFont, quot Segoe UI quot , Roboto, Oxygen Sans, Ubuntu, Cantarell, quot Helvetica Neue quot , Arial, sans serif text align start background color rgb 255, 247, 237 display inline important Upon assigning the case it has changed it to the spouse who has the same ID number Reported in prod style box sizing border box style box sizing border box Expected Result When eligibility verification is performed, it should only pull the correct eligibility information that was used to Find a Patient and shouldn t replace with another member information. style box sizing border box NOTE this is occurring when same member id exists within Family members BCBSMI",Customization,BCBSMI,1/2/2025 9:57:47 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,Sentara | Eligibility | Load data to Dev/Test/UAT (due 1/6),,Customization,SENTARA,1/3/2025 12:50:36 AM,Closed,,,,,,,,,,,,,,,,,,,
Network & PCP,MATIS | PROD | BCBSMI | Eligibility - New Patient creation when another patient with the same Member ID already exists,"BCBSMI has a requirement to support possibility to assign one Member ID to multiple patients, e.g. family members. The system primarily treats Member ID as a unique value, so we have to make adjustments to filter patients by DOB, first and last names where it s not there already. The following issue exposing wrong patient data was identified, steps to reproduce 1 User 1 and User 2 have the same Member ID and corresponding records are present in EligibilityDB 2 User 1 is present in OneUM patient is created, data in OADB.dbo.Eligibility is present 3 User tries to introduce User 2 to OneUM using New Patient logic select BCBSMI as a provider enter Member ID of User1 and User 2 to the corresponding field change focus set cursor beyond Member ID field As a result the system identifies that patient with this Member ID already exists BUT it s actually User 1, not User 2 as a consequence the system does not allow patient creation the data of User 1 is exposed in browser s DevTools Network tab img src https oncologyanalytics.visualstudio.com 2825bdb3 fcc4 4485 9dc0 03da27a46565 apis wit attachments 23a5f6ea fb8c 444b bbf4 4658a36faf36 fileName image.png alt Image We need to allow patient creation in this case b for BCBSMI only b , and to achieve this we need to implement the following behavior do not perform member search after only Member ID is entered add DOB, first and last names, meaning that we need to change Member ID field behavior not to react on focus change. Suggest to perform search after Member ID, DOB, first and last names are entered the exact approach will be identified during development first steps make sure another patient s data is not exposed in Network b make this change only for BCBSMI b",Customization,BCBSMI,1/7/2025 12:03:26 PM,Closed,,,,,,,,,,,,,,,,,,,
Eligibility Flags,Ensure Eligibility and Network Rules Loading States Are Handled Properly,"As a user or Automation system , I want a reliable way to identify when eligibility checks or network rules are still in progress, So that interactions with other elements are blocked until the checks are complete and any necessary popups or messages are displayed immediately. h3 Description h3 We need a method for detecting when eligibility checks or network rules are processed in the UI. This will ensure that no other elements buttons, links, dropdowns, etc. can be interacted with until the checks are completed. This will allow for smoother automation flow and prevent actions on UI elements before the process finishes. To make the loading state detectable by automation, we can use visual indicators, DOM flags, or other events. h3 Acceptance Criteria h3 Loading State Visibility The system should provide a detectable loading state that automation can recognize during eligibility checks or network rules processing. This could be through DOM attributes, flags, or custom events. Blocking Interaction While the loading state is active All interactive elements buttons, links, dropdowns, etc. should be blocked from user or automation interaction. If automation tries to interact with a blocked element during this state, it should wait for the loading to complete before proceeding. Popups and Messages When the loading state ends, any popups or messages related to eligibility checks or network rules should be displayed immediately. The automation suite should be able to immediately detect and handle these messages e.g., continue tests or log results . UI Performance Impact While blocking interactions with elements, ensure that the performance of the UI is not significantly impacted. If the blocking mechanism impacts UI performance, explore optimizations for balancing functionality and responsiveness. Automation Integration The automation suite should be able to reliably detect the loading state e.g., by checking a DOM element s visibility or an attribute like code data loading quot true quot code and wait until it is completed. The suite should not perform actions on UI elements until the loading state is no longer active. User Experience Ensure that the blocking of UI interactions does not confuse the end user or cause unwanted delays in the UI. Clear feedback or visual cues should be provided for users that the system is processing.",Standard,,1/7/2025 12:06:00 PM,New,,,,,,,,,,,,,,,,,,,
Eligibility Flags,Add dismissal reasons to the issue description and use BCBS MI bronze par flag for network eligibility,"style box sizing border box Add the dismissal reason to the ODAG issue description. Sample code for that is below. style box sizing border box style box sizing border box style box sizing border box style box sizing border box select DismissalReasonID, dr.Text Dismissal Reason , style box sizing border box style box sizing border box from OADB.dbo.PatientProtocolAssignmentInfo ppai style box sizing border box style box sizing border box join OADB.dbo.LookupElement dr on dr.LookupElementID ppai.DismissalReasonID style box sizing border box style box sizing border box style box sizing border box style box sizing border box Also, use BCBS MI bronze provider data and look at the par flag to determine if the provider is in network for Medicare. Sample code out of EDP is below. style box sizing border box style box sizing border box style box sizing border box style box sizing border box font family Menlo, Monaco, Consolas, quot Ubuntu Mono quot , quot Source Code Pro quot , monospace, Consolas, quot Courier New quot , monospace font weight normal font size 12px line height 16px style box sizing border box style box sizing border box color rgb 10, 111, 191 select style box sizing border box style box sizing border box color rgb 10, 111, 191 distinct style box sizing border box pr.PhysicianNPI style box sizing border box style box sizing border box color rgb 10, 111, 191 from style box sizing border box enterprisedata dev. style box sizing border box color rgb 10, 111, 191 provider style box sizing border box .bronze bcbsmi provider pr style box sizing border box style box sizing border box color rgb 10, 111, 191 where style box sizing border box style box sizing border box color rgb 76, 175, 80 1 style box sizing border box color rgb 104, 118, 135 style box sizing border box color rgb 76, 175, 80 1 style box sizing border box style box sizing border box color rgb 10, 111, 191 and style box sizing border box pr.RecordType style box sizing border box color rgb 104, 118, 135 style box sizing border box style box sizing border box color rgb 255, 54, 32 1 style box sizing border box style box sizing border box color rgb 10, 111, 191 and style box sizing border box pr.ParLob style box sizing border box color rgb 10, 111, 191 like style box sizing border box style box sizing border box color rgb 255, 54, 32 Medicare",Customization,BCBSMI,1/9/2025 3:54:48 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,MATIS | BCBSMI | Eligibility | Patient Search update to include Name in addition to Member ID if entered,"b Background b Patient Search on style text align left display inline important Start a Prior Authorization page rely only on the uniqueness of the Member ID system queries Eligibility database with insuranceProviderId and DOB and memberId only even if the patient Last Name First Name is entered. b As b an internal user b I want b the patient search returns the exact match of the patient found by all search parameters entered including style display inline important Last Name First Name style display inline important b so that b style display inline important style display inline important I can identify patients that accurately match given patient information b Solution b style font family ui sans serif, apple system, BlinkMacSystemFont, quot Segoe UI quot , Ubuntu, system ui, quot Helvetica Neue quot , sans serif font size 1em Modify the logic of Eligibility database querying taking into account the combined parameters including code style font size 0.875em border style none padding 2px 0.5ch display inline overflow auto insuranceProviderId code style font family ui sans serif, apple system, BlinkMacSystemFont, quot Segoe UI quot , Ubuntu, system ui, quot Helvetica Neue quot , sans serif font size 1em , code style font size 0.875em border style none padding 2px 0.5ch display inline overflow auto memberId code style font family ui sans serif, apple system, BlinkMacSystemFont, quot Segoe UI quot , Ubuntu, system ui, quot Helvetica Neue quot , sans serif font size 1em , code style font size 0.875em border style none padding 2px 0.5ch display inline overflow auto firstName code style font family ui sans serif, apple system, BlinkMacSystemFont, quot Segoe UI quot , Ubuntu, system ui, quot Helvetica Neue quot , sans serif font size 1em , code style font size 0.875em border style none padding 2px 0.5ch display inline overflow auto lastName code style font family ui sans serif, apple system, BlinkMacSystemFont, quot Segoe UI quot , Ubuntu, system ui, quot Helvetica Neue quot , sans serif font size 1em and code style font size 0.875em border style none padding 2px 0.5ch display inline overflow auto dob code style font family ui sans serif, apple system, BlinkMacSystemFont, quot Segoe UI quot , Ubuntu, system ui, quot Helvetica Neue quot , sans serif font size 1em . style font family ui sans serif, apple system, BlinkMacSystemFont, quot Segoe UI quot , Ubuntu, system ui, quot Helvetica Neue quot , sans serif font size 1em style margin 0px font 400 1em 1.714 ui sans serif, apple system, BlinkMacSystemFont, quot Segoe UI quot , Ubuntu, system ui, quot Helvetica Neue quot , sans serif UI update start 1 style margin 0px box sizing border box list style type lower alpha display flow root style margin 0px font style normal font variant normal font size adjust none line height 1.714 style font weight 400 AS IS help text Find the patient by entering the insurance provider and date of birth, followed by b either member ID or name b style margin 0px font style normal font variant normal font size adjust none line height 1.714 style font weight 400 TO BE help text Find the patient by entering the insurance provider and date of birth, followed by b member ID, name or both. i style box sizing border box Please take into account that strict match by both i style box sizing border box font style normal font family ui sans serif, apple system, BlinkMacSystemFont, quot Segoe UI quot , Ubuntu, system ui, quot Helvetica Neue quot , sans serif i style box sizing border box member ID and name will be performed if those are entered. i b b b b Reference b a href https oncologyanalytics.atlassian.net wiki x iwBu9Q https oncologyanalytics.atlassian.net wiki x iwBu9Q a",Customization,BCBSMI,1/22/2025 4:03:29 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,BCBSMI | OH Eligibility Check ZD:90669,"style background color rgb 255, 255, 255 As an analyst style color rgb 41, 50, 57 font family system ui, apple system, BlinkMacSystemFont, quot Segoe UI quot , Roboto, Oxygen Sans, Ubuntu, Cantarell, quot Helvetica Neue quot , Arial, sans serif background color rgb 255, 247, 237 display inline important style background color rgb 255, 255, 255 style color rgb 41, 50, 57 font family system ui, apple system, BlinkMacSystemFont, quot Segoe UI quot , Roboto, Oxygen Sans, Ubuntu, Cantarell, quot Helvetica Neue quot , Arial, sans serif background color rgb 255, 255, 255 display inline important Can you please check the lastest BCBSM elig file in Bronze for these members.",Customization,BCBSMI,2/14/2025 6:29:03 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,Pull eligibility fields from Eligibility v2 Silver Layer and write to oaspark storage,"We need the following fields pulled from Silver eligibility v2 for EDP payers Geisinger, BCBS M, Sentara SilverUUID SilverEligNatKey PayerPersonKey PayerMemberKey style PayerID PersonID CoverageStartDate CoverageEndDate MajorLineOfBusiness ClientLineOfBusiness not sure ProductType MemberID MedicareBeneficiaryID MedicarePartCContractNumber MedicarePartCPBPNumber MedicaidID FirstName LastName PreferredLanguage Please place the output in oaspark storage at the following location processed EDP prod silver eligibility",Customization,BCBS,2/27/2025 9:43:43 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,GEHA | Profile Eligibility file 02/27,As an operation analyst run this file through the data profile,Customization,GEHA,2/28/2025 6:00:40 PM,Closed,,,,,,,,,,,,,,,,,,,
Data Ingestion/ETL,Display Formulary Name Based on Availability in Patient Eligibility Files.,"We want to style display inline important display the formulary name or fallback values based on availability in patient eligibility files, So that style display inline important users can see the most relevant formulary information.",Standard,,3/4/2025 3:20:00 PM,Closed,,,,,,,,,,,,,,,,,,,
Other,Eligibility | Bronze End-to-End  Implementation & Transition to Silver  (Highmark and Point32),"h4 1. Bronze TBA Logic Implementation h4 Implemented TBA Term by Absence logic to handle missing records. Aligning logic with business rules. h3 2. Bronze Enhancement Code amp TBA h3 Implemented enhanced code changes for Bronze layer. h3 3. Bronze DLT Log Capture Implementation h3 Implemented log capturing in Delta Live Tables as part of end to end processing. Ensured logging aligns with pipeline monitoring needs. h3 4. Bronze Layer Architecture Documentation h3 Updated architecture documentation to reflect changes in Bronze layer. Included workflow, process details, and enhancements. h3 h3",Customization,POINT32,3/6/2025 8:37:35 AM,Closed,,,,,,,,,,,,,,,,,,,
Other,Eligibility | Bronze Dev Completion,h3 style box sizing border box font weight 600 style box sizing border box Complete Bronze Layer with Remaining Items amp Feedback h3 style box sizing border box padding 0px 0px 0px 40px style box sizing border box Finalizing Bronze Layer implementation based on feedback. style box sizing border box Addressing feedback shared by Marc amp team. style box sizing border box Ensuring all business logic is aligned as per requirements. style box sizing border box Conducted a style box sizing border box demo amp walkthrough style box sizing border box with the team. style box sizing border box PR for review and approval,Standard,,3/6/2025 8:53:34 AM,Closed,,,,,,,,,,,,,,,,,,,
Other,Eligibility | Gold Getting Started (Highmark and Point32),,Customization,POINT32,3/6/2025 8:56:33 AM,New,,,,,,,,,,,,,,,,,,,
Other,Eligibility | Gold Completion & Initiation of End Of Process  (Highmark and Point32),,Customization,POINT32,3/6/2025 8:57:37 AM,New,,,,,,,,,,,,,,,,,,,
Other,Eligibility | Gold End-to-End Implementation & Transition to End Of Process  (Highmark and Point32),,Customization,POINT32,3/6/2025 9:00:16 AM,New,,,,,,,,,,,,,,,,,,,
Other,Eligibility | End Of Process End-to-End  Implementation & Transition to Completion  (Highmark and Point32),,Customization,POINT32,3/6/2025 9:06:52 AM,New,,,,,,,,,,,,,,,,,,,
Other,Eligibility | Eligibility End-to-End Completion for GHP & HPHC,,Customization,HPHC,3/6/2025 9:07:46 AM,New,,,,,,,,,,,,,,,,,,,
